Stop_Signs
STREET,X_STREET,DIRECTION,ST_FACING,DIST,CNN,CONCATENAT,MTAB_DATE,MTAB_RESO_TEXT,MTAB_MOTION,STATUS,WORKORDER,INSTALL_DATE,shape,Neighborhoods,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods
LIBERTY ST,MUNI J TRACK,,WB,,18354,LIBERTY ST & MUNI J TRACK,,,,,,,POINT (-122.42693 37.757347),52,52,3,5,5
RAYBURN,21ST ST,NW,SB,,25751000,RAYBURN & 21ST ST,,,,,,,POINT (-122.431755 37.756256),52,52,3,5,22
CHATTANOOGA,23RD ST,SE,NB,0,25620000,CHATTANOOGA & 23RD ST,,,,,,,POINT (-122.42647 37.753353),52,52,3,5,22
HILL ST,NOE ST,NE,WB,0,25748000,HILL ST & NOE ST,,,,,,,POINT (-122.43224 37.755417),52,52,3,5,22
CHATTANOOGA,22ND ST,SE,NB,0,25656000,CHATTANOOGA & 22ND ST,,,,,,,POINT (-122.42662 37.75496),52,52,3,5,22
CHATTANOOGA,24TH ST,SE,NB,0,25619000,CHATTANOOGA & 24TH ST,,,,,,,POINT (-122.42632 37.751766),52,52,3,5,22
NOE,19TH ST,NW,SB,0,25787000,NOE & 19TH ST,,,,,,,POINT (-122.432625 37.75942),52,52,3,5,5
FAIR OAKS,22ND ST,SE,NB,0,25626000,FAIR OAKS ST & 22ND ST,,,,,,,POINT (-122.42428 37.7551),52,52,3,5,20
22ND ST,CHURCH,SW,EB,0,25659000,22ND ST & CHURCH ST,,,,I,,,POINT (-122.42772 37.75489),52,52,3,5,22
CHATTANOOGA,23RD ST,NW,SB,0,25620000,CHATTANOOGA & 23RD ST,,,,,,,POINT (-122.42647 37.753353),52,52,3,5,22
21ST ST,CHATTANOOGA,,WB,,25661000,21ST ST & CHATTANOOGA,,,,,,,POINT (-122.42677 37.756557),52,52,3,5,22
NOE,21ST ST,SE,NB,0,25749000,NOE & 21ST ST,,,,,,,POINT (-122.43232 37.75622),52,52,3,5,22
LIBERTY ST,CHURCH,SW,EB,,25678000,LIBERTY ST & CHURCH,,,,,,,POINT (-122.427956 37.757286),52,52,3,5,5
21ST ST,SANCHEZ,SE,NB,,25669000,21ST ST & SANCHEZ,,,,,,,POINT (-122.4301 37.756355),52,52,3,5,22
FAIR OAKS,25TH ST,SE,NB,0,25604000,FAIR OAKS ST & 25TH ST,,,,,,,POINT (-122.42381 37.7503),52,52,3,5,20
CHURCH,25TH,SE,NB,,25636000,CHURCH ST & 25TH ST,,,,,,,POINT (-122.42726 37.75009),52,52,3,5,22
CHURCH,20TH ST,SE,NB,0,25708000,CHURCH ST & 20TH ST,,,,,,,POINT (-122.42804 37.758083),52,52,3,5,5
21ST ST,SANCHEZ,NE,WB,,25669000,21ST ST & SANCHEZ,,,,,,,POINT (-122.4301 37.756355),52,52,3,5,22
19TH ST,SANCHEZ,SW,EB,,25718000,19TH ST & SANCHEZ ST,,,,,,,POINT (-122.430405 37.759552),52,52,3,5,5
20TH ST,NOE,SW,EB,,25715000,20TH ST & NOE ST,,,,I,,,POINT (-122.43247 37.757816),52,52,3,5,5
CHURCH,24TH ST,NW,SB,0,25639000,CHURCH ST & 24TH ST,,,,,,,POINT (-122.42742 37.7517),52,52,3,5,22
CLIPPER,CHURCH,SW,EB,,25611000,CLIPPER & CHURCH,,,,,,,POINT (-122.427185 37.74929),52,52,3,5,22
24TH ST,CHURCH,SW,EB,0,25639000,24TH ST & CHURCH,,,,,,,POINT (-122.42742 37.7517),52,52,3,5,22
25TH ST,CHURCH,SW,EB,0,25636000,25TH ST & CHURCH,,,,,,,POINT (-122.42726 37.75009),52,52,3,5,22
NOE,20TH ST,NW,SB,,25715000,NOE & 20TH ST,,,,,,,POINT (-122.43247 37.757816),52,52,3,5,5
JERSEY ST,CHURCH,NE,WB,0,25638000,JERSEY ST & CHURCH,,,,,,,POINT (-122.42734 37.750893),52,52,3,5,22
HANCOCK,SANCHEZ,SW,EB,0,25719000,HANCOCK & SANCHEZ,,,,,,,POINT (-122.43048 37.760353),52,52,3,5,5
SANCHEZ,19TH ST,NW,SB,0,25718000,SANCHEZ ST & 19TH ST,,,,I,,,POINT (-122.430405 37.759552),52,52,3,5,5
CHURCH,LIBERTY,NW,SB,,25678000,CHURCH ST & LIBERTY ST,,,,,,,POINT (-122.427956 37.757286),52,52,3,5,5
FAIR OAKS,23RD ST,SE,NB,0,25608000,FAIR OAKS ST & 23RD ST,,,,,,,POINT (-122.424126 37.753498),52,52,3,5,20
25TH ST,CHURCH,NE,WB,0,25636000,25TH ST & CHURCH,,,,,,,POINT (-122.42726 37.75009),52,52,3,5,22
SANCHEZ,18TH ST,,SB,,25720000,SANCHEZ ST & 18TH ST,,,,I,,,POINT (-122.43056 37.76115),52,52,3,5,5
21ST ST,DOLORES,NE,WB,0,25635000,21ST ST & DOLORES,,,,,,,POINT (-122.4256 37.756626),52,52,3,5,20
CHURCH,21ST ST,SE,NB,0,25663000,CHURCH ST & 21ST ST,,,,,,,POINT (-122.42788 37.75649),52,52,3,5,22
HILL ST,CHURCH ST,SW,EB,,25662000,HILL ST & CHURCH,,,,,,,POINT (-122.4278 37.755684),52,52,3,5,22
20TH ST,CHURCH,SW,EB,0,25708000,20TH ST & CHURCH ST,,,,I,,,POINT (-122.42804 37.758083),52,52,3,5,5
22ND ST,NOE,SW,EB,0,25747000,22ND ST & NOE ST,,,,I,,,POINT (-122.43217 37.754623),52,52,3,5,22
LIBERTY ST,MUNI J TRACK,,EB,,18354,LIBERTY ST & MUNI J TRACK,,,,,,,POINT (-122.42693 37.757347),52,52,3,5,5
21ST ST,CHURCH,NE,WB,0,25663000,21ST ST & CHURCH,,,,,,,POINT (-122.42788 37.75649),52,52,3,5,22
FAIR OAKS,22ND ST,NW,SB,0,25626000,FAIR OAKS ST & 22ND ST,,,,,,,POINT (-122.42428 37.7551),52,52,3,5,20
NOE,18TH ST,NW,SB,0,25791000,NOE & 18TH ST,,,,,,,POINT (-122.43278 37.761017),52,52,3,5,5
21ST ST,DOLORES,SW,EB,0,25635000,21ST ST & DOLORES,,,,,,,POINT (-122.4256 37.756626),52,52,3,5,20
25TH ST,FAIR OAKS,SW,EB,,25604000,25TH ST & FAIR OAKS,,,,,,,POINT (-122.42381 37.7503),52,52,3,5,20
23RD ST,FAIR OAKS,NE,WB,0,25608000,23RD ST & FAIR OAKS ST,,,,,,,POINT (-122.424126 37.753498),52,52,3,5,20
22ND ST,CHURCH,NE,WB,0,25659000,22ND ST & CHURCH ST,,,,I,,,POINT (-122.42772 37.75489),52,52,3,5,22
NOE,22ND ST,SE,NB,0,25747000,NOE & 22ND ST,,,,,,,POINT (-122.43217 37.754623),52,52,3,5,22
SANCHEZ,20TH ST,NW,SB,0,25713000,SANCHEZ ST & 20TH ST,,,,I,,,POINT (-122.43025 37.75795),52,52,3,5,5
CHATTANOOGA,22ND ST,NW,SB,0,25656000,CHATTANOOGA & 22ND ST,,,,,,,POINT (-122.42662 37.75496),52,52,3,5,22
CHURCH,CLIPPER,SE,NB,0,25611000,CHURCH ST & CLIPPER ST,,,,,,,POINT (-122.427185 37.74929),52,52,3,5,22
18TH ST,SANCHEZ,SW,EB,0,25720000,18TH ST & SANCHEZ,,,,,,,POINT (-122.43056 37.76115),52,52,3,5,5
NOE,20TH ST,SE,NB,,25715000,NOE & 20TH ST,,,,,,,POINT (-122.43247 37.757816),52,52,3,5,5
26TH ST,DOLORES,NE,WB,0,21902000,26TH ST & DOLORES ST,,,,,,,POINT (-122.424835 37.748627),52,52,3,5,20
HILL,SANCHEZ,NE,WB,,25668000,HILL ST & SANCHEZ ST,,,,,,,POINT (-122.43002 37.75555),52,52,3,5,22
DOLORES,21ST ST,NW,SB,0,25635000,DOLORES ST & 21ST ST,,,,I,,,POINT (-122.4256 37.756626),52,52,3,5,20
NOE,22ND ST,NW,SB,0,25747000,NOE & 22ND ST,,,,,,,POINT (-122.43217 37.754623),52,52,3,5,22
19TH ST,NOE,SW,EB,0,25787000,19TH ST & NOE ST,,,,,,,POINT (-122.432625 37.75942),52,52,3,5,5
26TH ST,DOLORES,SW,EB,0,21902000,26TH ST & DOLORES ST,,,,,,,POINT (-122.424835 37.748627),52,52,3,5,20
22ND ST,CHATTANOOGA,NE,WB,0,25656000,22ND ST & CHATTANOOGA ST,,,,I,,,POINT (-122.42662 37.75496),52,52,3,5,22
NOE,ALVARADO,NW,SB,,25746000,NOE ST & ALVARADO ST,,,,I,,,POINT (-122.43209 37.75382),52,52,3,5,22
HANCOCK,NOE,,WB,,25790000,,,,,,,,POINT (-122.4327 37.76022),52,52,3,5,5
FAIR OAKS,24TH ST,SE,NB,0,25605000,FAIR OAKS ST & 24TH ST,,,,,,,POINT (-122.42397 37.751907),52,52,3,5,20
DOLORES,25TH ST,NW,SB,0,25610000,DOLORES ST & 25TH ST,,,,I,,,POINT (-122.42499 37.75023),52,52,3,5,20
CLIPPER,DOLORES,SW,EB,0,25609000,CLIPPER & DOLORES,,,,,,,POINT (-122.42491 37.74943),52,52,3,5,20
23RD ST,FAIR OAKS,SW,EB,0,25608000,23RD ST & FAIR OAKS ST,,,,,,,POINT (-122.424126 37.753498),52,52,3,5,20
FAIR OAKS,25TH ST,NW,SB,0,25604000,FAIR OAKS ST & 25TH ST,,,,,,,POINT (-122.42381 37.7503),52,52,3,5,20
ELIZABETH,CHURCH,SW,EB,0,25640000,ELIZABETH & CHURCH,,,,,,,POINT (-122.42749 37.752445),52,52,3,5,22
SANCHEZ,HILL,SE,NB,,25668000,SANCHEZ ST & HILL ST,,,,I,,,POINT (-122.43002 37.75555),52,52,3,5,22
23RD ST,CHATTANOOGA,NE,WB,0,25620000,23RD ST & CHATTANOOGA ST,,,,,,,POINT (-122.42647 37.753353),52,52,3,5,22
CHURCH,20TH ST,NW,SB,0,25708000,CHURCH ST & 20TH ST,,,,,,,POINT (-122.42804 37.758083),52,52,3,5,5
JERSEY ST,CHURCH,SW,EB,0,25638000,JERSEY ST & CHURCH,,,,,,,POINT (-122.42734 37.750893),52,52,3,5,22
NOE,ALVARADO,SE,NB,,25746000,NOE ST & ALVARADO ST,,,,I,,,POINT (-122.43209 37.75382),52,52,3,5,22
NOE,19TH ST,SE,NB,0,25787000,NOE & 19TH ST,,,,,,,POINT (-122.432625 37.75942),52,52,3,5,5
DOLORES,26TH ST,NW,SB,0,21902000,DOLORES ST & 26TH ST,,,,I,,,POINT (-122.424835 37.748627),52,52,3,5,20
ALVARADO,NOE,SW,EB,0,25746000,ALVARADO ST & NOE ST,,,,,,,POINT (-122.43209 37.75382),52,52,3,5,22
CHURCH,26TH ST,NW,SB,,21917000,CHURCH ST & 26TH ST,,,,,,,POINT (-122.42711 37.74849),52,52,3,5,22
21ST ST,NOE,NE,WB,0,25749000,21ST ST & NOE,,,,,,,POINT (-122.43232 37.75622),52,52,3,5,22
25TH ST,DOLORES,SW,EB,0,25610000,25TH ST & DOLORES,,,,,,,POINT (-122.42499 37.75023),52,52,3,5,20
CHURCH,26TH ST,SE,NB,,21917000,CHURCH ST & 26TH ST,,,,,,,POINT (-122.42711 37.74849),52,52,3,5,22
LIBERTY ST,DOLORES,SW,EB,0,25670000,LIBERTY ST & DOLORES,,,,,,,POINT (-122.425674 37.757423),52,52,3,5,20
CHATTANOOGA,24TH ST,NW,SB,0,25619000,CHATTANOOGA & 24TH ST,,,,,,,POINT (-122.42632 37.751766),52,52,3,5,22
CHURCH,CLIPPER,NW,SB,0,25611000,CHURCH ST & CLIPPER ST,,,,,,,POINT (-122.427185 37.74929),52,52,3,5,22
CHURCH,22ND ST,SE,NB,0,25659000,CHURCH ST & 22ND ST,,,,,,,POINT (-122.42772 37.75489),52,52,3,5,22
26TH ST,CHURCH,NE,WB,0,21917000,26TH ST & CHURCH ST,,,,,,,POINT (-122.42711 37.74849),52,52,3,5,22
CLIPPER,CHURCH,NE,WB,,25611000,CLIPPER & CHURCH,,,,,,,POINT (-122.427185 37.74929),52,52,3,5,22
SANCHEZ,21ST ST,NW,SB,,25669000,SANCHEZ ST & 21ST ST,,,,I,,,POINT (-122.4301 37.756355),52,52,3,5,22
LIBERTY ST,CHURCH,NE,WB,,25678000,LIBERTY ST & CHURCH,,,,,,,POINT (-122.427956 37.757286),52,52,3,5,5
22ND ST,NOE,NE,WB,0,25747000,22ND ST & NOE ST,,,,I,,,POINT (-122.43217 37.754623),52,52,3,5,22
FAIR OAKS,24TH ST,NW,SB,0,25605000,FAIR OAKS ST & 24TH ST,,,,,,,POINT (-122.42397 37.751907),52,52,3,5,20
18TH ST,SANCHEZ,NE,WB,0,25720000,18TH ST & SANCHEZ,,,,,,,POINT (-122.43056 37.76115),52,52,3,5,5
DOLORES,26TH ST,SE,NB,0,21902000,DOLORES ST & 26TH ST,,,,I,,,POINT (-122.424835 37.748627),52,52,3,5,20
HILL ST,NOE ST,SW,EB,0,25748000,HILL ST & NOE ST,,,,,,,POINT (-122.43224 37.755417),52,52,3,5,22
21ST ST,NOE,SW,EB,0,25749000,21ST ST & NOE,,,,,,,POINT (-122.43232 37.75622),52,52,3,5,22
CHURCH,22ND ST,NW,SB,0,25659000,CHURCH ST & 22ND ST,,,,,,,POINT (-122.42772 37.75489),52,52,3,5,22
25TH ST,FAIR OAKS,NE,WB,,25604000,25TH ST & FAIR OAKS,,,,,,,POINT (-122.42381 37.7503),52,52,3,5,20
ALVARADO,SANCHEZ,SW,EB,,25666000,ALVARADO ST & SANCHEZ ST,20200124000000,,6210,I,20-00304,20200903000000,POINT (-122.42987 37.753952),52,52,3,5,22
20TH ST,YORK,SW,EB,,24006000,20TH ST & YORK ST,,,,I,,,POINT (-122.40889 37.759243),53,53,3,2,20
23RD ST,BARTLETT,NE,WB,,24096000,23RD ST & BARTLETT ST,,,,,,,POINT (-122.41969 37.753765),53,53,3,2,20
25TH ST,HAMPSHIRE,NE,WB,,23950000,25TH ST & HAMPSHIRE,,,,,,,POINT (-122.40713 37.751305),53,53,3,2,20
YORK,22ND ST,NW,SB,0,23970000,YORK & 22ND ST,,,,,,,POINT (-122.408485 37.75605),53,53,3,2,20
23RD ST,CAPP,NE,WB,,24076000,23RD ST & CAPP ST,,,,,,,POINT (-122.417496 37.7539),53,53,3,2,20
21ST ST,HARRISON,SW,EB,0,23998000,21ST ST & HARRISON,,,,,,,POINT (-122.41234 37.757423),53,53,3,2,20
18TH ST,YORK,SW,EB,,24011000,18TH ST & YORK,,,,,,,POINT (-122.40914 37.761814),53,53,3,9,20
ALABAMA,24TH ST,SE,NB,0,23976000,ALABAMA ST & 24TH ST,,,,,,,POINT (-122.41095 37.75268),53,53,3,2,20
TREAT,20TH ST,NW,SB,0,24036000,TREAT & 20TH ST,,,,,,,POINT (-122.41359 37.758957),53,53,3,2,20
21ST ST,ALABAMA,SW,EB,,23996000,21ST ST & ALABAMA,,,,,,,POINT (-122.41141 37.75748),53,53,3,2,20
TREAT,26TH ST,NW,SB,,23981000,TREAT & 26TH ST,,,,,,,POINT (-122.412674 37.749367),53,53,3,2,20
YORK,18TH ST,NW,SB,0,24011000,YORK & 18TH ST,,,,,,,POINT (-122.40914 37.761814),53,53,3,9,20
22ND ST,BARTLETT,NE,WB,,24112000,22ND ST & BARTLETT ST,,,,I,,,POINT (-122.419846 37.75536),53,53,3,2,20
20TH ST,FLORIDA,NE,WB,,24029000,20TH ST & FLORIDA ST,20180821000000,,180821-110,I,18-6458,,POINT (-122.41074 37.75913),53,53,3,2,20
FLORIDA,21ST ST,NW,SB,0,23995000,FLORIDA ST & 21ST ST,,,,,,,POINT (-122.410515 37.757534),53,53,3,2,20
19TH ST,CAPP,NE,WB,,24131000,19TH ST & CAPP ST,,,,,,,POINT (-122.418106 37.760296),53,53,3,2,20
26TH ST,SHOTWELL,SW,EB,,21293000,26TH ST & SHOTWELL ST,,,,,,,POINT (-122.41485 37.749233),53,53,3,2,20
14TH ST,HARRISON,NW,SB,,33033000,14TH ST & HARRISON ST,,,,I,,,POINT (-122.41338 37.768665),53,53,3,2,20
HARRISON,23RD ST,SE,NB,0,23979000,HARRISON & 23RD ST,,,,,,,POINT (-122.41203 37.754227),53,53,3,2,20
FLORIDA,26TH ST,NW,SB,,21141000,FLORIDA ST & 26TH ST,,,,,,,POINT (-122.40975 37.74954),53,53,3,2,20
26TH ST,TREAT,SW,EB,,23981000,26TH ST & TREAT ST,,,,,,,POINT (-122.412674 37.749367),53,53,3,2,20
18TH ST,HARRISON,NE,WB,0,24051000,18TH ST & HARRISON,,,,,,,POINT (-122.412834 37.762226),53,53,3,2,20
25TH ST,FLORIDA,NE,WB,,23956000,25TH ST & FLORIDA,,,,,,,POINT (-122.409904 37.75114),53,53,3,2,20
17TH ST,ALABAMA,SW,EB,,24050000,17TH ST & ALABAMA ST,,,,I,,,POINT (-122.41228 37.764187),53,53,3,2,20
YORK,20TH ST,NW,SB,0,24006000,YORK & 20TH ST,,,,,,,POINT (-122.40889 37.759243),53,53,3,2,20
24TH ST,YORK,NE,WB,,23957000,,,,,I,,,POINT (-122.40817 37.752846),53,53,3,2,20
BARTLETT,24TH ST,SW,NB,0,24092000,BARTLETT ST & 24TH ST,,,,,,,POINT (-122.41954 37.752167),53,53,3,2,20
BRYANT,26TH ST,NW,SB,6N,21137000,BRYANT & 26TH ST,,,,,,,POINT (-122.40881 37.749596),53,53,3,2,20
ALABAMA,24TH ST,NW,SB,0,23976000,ALABAMA ST & 24TH ST,,,,,,,POINT (-122.41095 37.75268),53,53,3,2,20
23RD ST,ALABAMA,,EB,,23977000,23RD ST & ALABAMA ST,,,,,,,POINT (-122.41111 37.75428),53,53,3,2,20
SHOTWELL,16TH ST,SE,NB,0,24141000,SHOTWELL & 16TH ST,,,,,,,POINT (-122.416374 37.765244),53,53,3,2,20
25TH ST,ALABAMA,SW,EB,,23974000,25TH ST & ALABAMA,,,,,,,POINT (-122.4108 37.751087),53,53,3,2,20
YORK,26TH ST,SE,NB,,21124000,YORK & 26TH ST,,,,,,,POINT (-122.40787 37.749653),53,53,3,2,20
TREAT,19TH ST,SE,NB,0,24042000,TREAT & 19TH ST,,,,,,,POINT (-122.41374 37.76056),53,53,3,2,20
19TH ST,CAPP,SW,EB,,24131000,19TH ST & CAPP ST,,,,,,,POINT (-122.418106 37.760296),53,53,3,2,20
CAPP,21ST ST,SE,NB,,24084000,CAPP & 21ST ST,,,,,,,POINT (-122.4178 37.757095),53,53,3,2,20
FLORIDA,18TH ST,NW,SB,0,24031000,FLORIDA ST & 18TH ST,,,,,,,POINT (-122.41108 37.761696),53,53,3,2,20
BRYANT,26TH ST,SE,NB,6S,21137000,BRYANT & 26TH ST,,,,,,,POINT (-122.40881 37.749596),53,53,3,2,20
21ST ST,SHOTWELL,SW,EB,,24080000,21ST ST & SHOTWELL,,,,,,,POINT (-122.41561 37.75723),53,53,3,2,20
19TH ST,HARRISON,,WB,,24038000,19TH ST & HARRISON ST,,,,,,,POINT (-122.41263 37.76032),53,53,3,2,20
MARIPOSA,HARRISON,NE,WB,,24052000,MARIPOSA ST& HARRISON,,,,,,,POINT (-122.41289 37.762867),53,53,3,2,20
CAPP,20TH ST,NW,SB,,24130000,CAPP & 20TH ST,,,,,,,POINT (-122.41795 37.758694),53,53,3,2,20
24TH ST,ALABAMA,SW,EB,15W,23976000,24TH ST & ALABAMA,,,,,,,POINT (-122.41095 37.75268),53,53,3,2,20
19TH ST,FLORIDA,,WB,,24030000,19TH ST & FLORIDA ST,,,,,,,POINT (-122.41095 37.76042),53,53,3,2,20
SHOTWELL,18TH ST,NW,SB,0,24127000,SHOTWELL & 18TH ST,,,,,,,POINT (-122.41606 37.762028),53,53,3,2,20
17TH ST,ALABAMA,NE,WB,,24050000,17TH ST & ALABAMA ST,,,,I,,,POINT (-122.41228 37.764187),53,53,3,2,20
FLORIDA,21ST ST,NW,SB,0,23995000,FLORIDA ST & 21ST ST,,,,,,,POINT (-122.410515 37.757534),53,53,3,2,20
YORK,24TH,SE,NB,,13772000,YORK ST & 24TH ST,,,,I,,,POINT (-122.40817 37.752846),53,53,3,2,20
23RD ST,SHOTWELL,NE,WB,0,24065000,23RD ST & SHOTWELL ST,,,,,,,POINT (-122.415306 37.75403),53,53,3,2,20
CAPP,26TH ST,NW,EB,,21305000,CAPP & 26TH ST,,,,,,,POINT (-122.41704 37.7491),53,53,3,2,20
SAN JOSE,23RD ST,SE,NB,0,24110000,SAN JOSE & 23RD ST,,,,,,,POINT (-122.4215 37.753654),53,53,3,5,20
18TH ST,HAMPSHIRE,SW,EB,0,24010000,18TH ST & HAMPSHIRE,,,,,,,POINT (-122.40817 37.76187),53,53,3,9,20
18TH ST,SHOTWELL,SW,EB,,24127000,18TH ST & SHOTWELL,,,,,,,POINT (-122.41606 37.762028),53,53,3,2,20
TREAT,ALAMEDA,NW,SB,0,24218000,TREAT & ALAMEDA,,,,,,,POINT (-122.412415 37.76807),53,53,3,2,20
20TH ST,CAPP,SW,EB,0,24130000,20TH ST & CAPP ST,,,,I,,,POINT (-122.41795 37.758694),53,53,3,2,20
YORK,24TH,NW,SB,,13772000,YORK ST & 24TH ST,,,,I,,,POINT (-122.40817 37.752846),53,53,3,2,20
20TH ST,BRYANT,NE,WB,0,24008000,20TH ST & BRYANT ST,,,,I,,,POINT (-122.40976 37.75919),53,53,3,2,20
HARRISON,18TH ST,SE,NB,,24051000,HARRISON & 18TH ST,,,,,,,POINT (-122.412834 37.762226),53,53,3,2,20
CAPP,17TH ST,SE,NB,0,24140000,CAPP & 17TH ST,,,,,,,POINT (-122.41847 37.763493),53,53,3,2,20
24TH ST,SHOTWELL STREET,NE,WB,,24064000,24TH & SHOTWELL,,,,,,,POINT (-122.41516 37.752434),53,53,3,2,20
HARRISON,20TH ST,SE,NB,0,24035000,HARRISON & 20TH ST,,,,,,,POINT (-122.41249 37.75902),53,53,3,2,20
22ND ST,HAMPSHIRE,SW,EB,,23966000,22ND ST & HAMPSHIRE ST,,,,I,,,POINT (-122.407585 37.756104),53,53,3,2,20
17TH ST,SHOTWELL,NE,WB,,24135000,17TH ST & SHOTWELL,,,,I,,,POINT (-122.416214 37.76363),53,53,3,2,20
20TH ST,BRYANT,SW,EB,0,24008000,20TH ST & BRYANT ST,,,,I,,,POINT (-122.40976 37.75919),53,53,3,2,20
HARRISON,26TH ST,SE,NB,,21174000,HARRISON & 26TH ST,,,,,,,POINT (-122.41158 37.74943),53,53,3,2,20
MINNA,15TH ST,,SB,,24371000,MINNA ST & 15TH ST,,,,I,,,POINT (-122.41906 37.766716),53,53,3,2,20
23RD ST,BARTLETT,SW,EB,,24096000,23RD ST & BARTLETT ST,,,,,,,POINT (-122.41969 37.753765),53,53,3,2,20
SHOTWELL,14TH ST,SE,NB,0,24339000,SHOTWELL & 14TH ST,,,,,,,POINT (-122.416695 37.768467),53,53,3,2,20
26TH ST,BARTLETT,SW,EB,,21342000,26TH ST & BARTLETT ST,,,,,,,POINT (-122.419235 37.74897),53,53,3,2,20
MARIPOSA,FLORIDA,NE,WB,,24046000,MARIPOSA ST & FLORIDA,,,,,,,POINT (-122.411194 37.762966),53,53,3,2,20
BRYANT,21ST ST,NW,SB,0,23973000,BRYANT & 21ST ST,,,,,,,POINT (-122.40958 37.75759),53,53,3,2,20
24TH ST,FLORIDA,,WB,,23959000,,,,,,,,POINT (-122.41005 37.752735),53,53,3,2,20
FLORIDA,21ST ST,SE,NB,0,23995000,FLORIDA ST & 21ST ST,,,,,,,POINT (-122.410515 37.757534),53,53,3,2,20
HAMPSHIRE,21ST ST,NW,SB,0,23968000,HAMPSHIRE & 21ST ST,,,,,,,POINT (-122.40774 37.757698),53,53,3,2,20
ALABAMA,22ND ST,SE,NB,,23993000,ALABAMA ST & 22ND ST,,,,,,,POINT (-122.41126 37.755882),53,53,3,2,20
SYCAMORE,VALENCIA,NE,WB,,24172000,SYCAMORE ST & VALENCIA ST,,,,I,,,POINT (-122.421646 37.762573),53,53,3,2,20
22ND ST,HARRISON,NE,WB,0,23994000,22ND ST & HARRISON ST,,,,I,,,POINT (-122.412186 37.75583),53,53,3,2,20
14TH ST,HARRISON,SW,EB,,33033000,14TH ST & HARRISON,,,,,,,POINT (-122.41338 37.768665),53,53,3,2,20
SHOTWELL,17TH ST,SE,NB,0,24135000,SHOTWELL & 17TH ST,,,,,,,POINT (-122.416214 37.76363),53,53,3,2,20
17TH ST,CAPP,SW,EB,,24140000,17TH ST & CAPP ST,,,,I,,,POINT (-122.41847 37.763493),53,53,3,2,20
BRYANT,20TH ST,NW,SB,0,24008000,BRYANT & 20TH ST,,,,,,,POINT (-122.40976 37.75919),53,53,3,2,20
FOLSOM,26TH ST,NW,SB,,21178000,FOLSOM ST & 26TH ST,,,,I,,,POINT (-122.41376 37.7493),53,53,3,2,20
ALABAMA,MARIPOSA,SE,NB,0,24045000,ALABAMA ST & MARIPOSA ST,,,,,,,POINT (-122.41216 37.762913),53,53,3,2,20
FLORIDA,18TH ST,SE,NB,0,24031000,FLORIDA ST & 18TH ST,,,,,,,POINT (-122.41108 37.761696),53,53,3,2,20
26TH ST,ALABAMA,NE,WB,0,21170000,26TH ST & ALABAMA ST,,,,,,,POINT (-122.410645 37.749485),53,53,3,2,20
ALABAMA,25TH ST,SE,NB,0,23974000,ALABAMA ST & 25TH ST,,,,,,,POINT (-122.4108 37.751087),53,53,3,2,20
TREAT,24TH ST,SE,NB,0,23987000,TREAT & 24TH ST,,,,,,,POINT (-122.41298 37.752567),53,53,3,2,20
23RD ST,SAN JOSE,SW,EB,,24110000,23RD ST & SAN JOSE AVE,,,,,,,POINT (-122.4215 37.753654),53,53,3,5,20
MARIPOSA,ALABAMA,NE,EB,,24045000,MARIPOSA ST & ALABAMA ST,,,,,,,POINT (-122.41216 37.762913),53,53,3,2,20
SHOTWELL,15TH ST,SE,NB,0,24338000,SHOTWELL & 15TH ST,,,,,,,POINT (-122.416534 37.766865),53,53,3,2,20
MARIPOSA,FLORIDA,SW,EB,,24046000,MARIPOSA ST & FLORIDA,,,,,,,POINT (-122.411194 37.762966),53,53,3,2,20
22ND ST,YORK,SW,EB,10W,23970000,22ND ST & YORK ST,,,,I,,,POINT (-122.408485 37.75605),53,53,3,2,20
BRYANT,25TH ST,NW,SB,0,23955000,BRYANT & 25TH ST,,,,,,,POINT (-122.408966 37.751194),53,53,3,2,20
ALABAMA,17TH ST,SE,NB,0,24050000,ALABAMA ST & 17TH ST,,,,,,,POINT (-122.41228 37.764187),53,53,3,2,20
20TH ST,SHOTWELL,NE,WB,,24124000,20TH ST & SHOTWELL ST,,,,I,,,POINT (-122.415764 37.758823),53,53,3,2,20
24TH ST,FLORIDA,,EB,,23959000,,,,,,,,POINT (-122.41005 37.752735),53,53,3,2,20
LEXINGTON ST,19TH ST,NW,SB,0,24155000,LEXINGTON ST & 19TH ST,,,,,,,POINT (-122.42065 37.760143),53,53,3,2,20
ALABAMA,16TH ST,NW,SB,0,24056000,ALABAMA ST & 16TH ST,,,,,,,POINT (-122.41241 37.765484),53,53,3,2,20
21ST ST,YORK,SW,EB,,23972000,21ST ST & YORK,,,,,,,POINT (-122.40864 37.757645),53,53,3,2,20
26TH ST,ALABAMA,SW,EB,0,21170000,26TH ST & ALABAMA ST,,,,,,,POINT (-122.410645 37.749485),53,53,3,2,20
SAN JOSE,22ND ST,SE,NB,0,24117000,SAN JOSE & 22ND ST,,,,,,,POINT (-122.421425 37.755264),53,53,3,5,20
SHOTWELL,25TH ST,SE,NB,0,24059000,SHOTWELL & 25TH ST,,,,,,,POINT (-122.415 37.75083),53,53,3,2,20
SHOTWELL,19TH ST,SE,NB,0,24125000,SHOTWELL & 19TH ST,,,,,,,POINT (-122.41592 37.76043),53,53,3,2,20
